date,category,vaccination,units
22-02-2022,18+ Age 24hr Vaccination,304959,vaccination in absolute number
22-02-2022,18+ Age 2nd Dose,754681879,vaccination in absolute number
22-02-2022,15-18 Age 1st Dose,53888975,vaccination in absolute number
22-02-2022,15-18 Age 2nd Dose,22828488,vaccination in absolute number
21-02-2022,18+ Age 1st Dose,907441198,vaccination in absolute number
21-02-2022,18+ Age 2nd Dose,752791852,vaccination in absolute number
21-02-2022,15-18 Age 1st Dose,53677342,vaccination in absolute number
21-02-2022,15-18 Age 2nd Dose,21730069,vaccination in absolute number
20-02-2022,18+ Age 1st Dose,907333421,vaccination in absolute number
20-02-2022,18+ Age 24hr Vaccination,304826,vaccination in absolute number
20-02-2022,18+ Age 2nd Dose,752260637,vaccination in absolute number
20-02-2022,15-18 Age 1st Dose,53625069,vaccination in absolute number
20-02-2022,15-18 Age 2nd Dose,21557154,vaccination in absolute number
19-02-2022,18+ Age 1st Dose,906988103,vaccination in absolute number
19-02-2022,18+ Age 24hr Vaccination,350255,vaccination in absolute number
19-02-2022,18+ Age 2nd Dose,750585738,vaccination in absolute number
19-02-2022,15-18 Age 1st Dose,53431024,vaccination in absolute number
19-02-2022,15-18 Age 2nd Dose,20681828,vaccination in absolute number
18-02-2022,18+ Age 1st Dose,906594301,vaccination in absolute number
18-02-2022,18+ Age 24hr Vaccination,395556,vaccination in absolute number
18-02-2022,18+ Age 2nd Dose,748579211,vaccination in absolute number
18-02-2022,15-18 Age 1st Dose,53194507,vaccination in absolute number
18-02-2022,15-18 Age 2nd Dose,19641290,vaccination in absolute number
17-02-2022,18+ Age 1st Dose,906151996,vaccination in absolute number
17-02-2022,18+ Age 24hr Vaccination,401813,vaccination in absolute number
17-02-2022,18+ Age 2nd Dose,746577746,vaccination in absolute number
17-02-2022,15-18 Age 1st Dose,52934308,vaccination in absolute number
17-02-2022,15-18 Age 2nd Dose,18546964,vaccination in absolute number
16-02-2022,18+ Age 1st Dose,905700325,vaccination in absolute number
16-02-2022,18+ Age 24hr Vaccination,464032,vaccination in absolute number
16-02-2022,18+ Age 2nd Dose,744714995,vaccination in absolute number
16-02-2022,15-18 Age 1st Dose,52706855,vaccination in absolute number
16-02-2022,15-18 Age 2nd Dose,17585751,vaccination in absolute number
15-02-2022,18+ Age 1st Dose,905187225,vaccination in absolute number
15-02-2022,18+ Age 24hr Vaccination,510102,vaccination in absolute number
15-02-2022,18+ Age 2nd Dose,742588091,vaccination in absolute number
15-02-2022,15-18 Age 1st Dose,52434558,vaccination in absolute number
15-02-2022,15-18 Age 2nd Dose,16408841,vaccination in absolute number
14-02-2022,18+ Age 1st Dose,904633765,vaccination in absolute number
14-02-2022,18+ Age 24hr Vaccination,228537,vaccination in absolute number
14-02-2022,18+ Age 2nd Dose,740477746,vaccination in absolute number
14-02-2022,15-18 Age 1st Dose,52132053,vaccination in absolute number
14-02-2022,15-18 Age 2nd Dose,15014801,vaccination in absolute number
13-02-2022,18+ Age 1st Dose,904349642,vaccination in absolute number
13-02-2022,18+ Age 24hr Vaccination,680724,vaccination in absolute number
13-02-2022,18+ Age 2nd Dose,739743747,vaccination in absolute number
13-02-2022,15-18 Age 1st Dose,52032858,vaccination in absolute number
13-02-2022,15-18 Age 2nd Dose,14792245,vaccination in absolute number
12-02-2022,18+ Age 1st Dose,903618494,vaccination in absolute number
12-02-2022,18+ Age 24hr Vaccination,575604,vaccination in absolute number
12-02-2022,18+ Age 2nd Dose,737369998,vaccination in absolute number
12-02-2022,15-18 Age 1st Dose,51676693,vaccination in absolute number
12-02-2022,15-18 Age 2nd Dose,13405389,vaccination in absolute number
11-02-2022,18+ Age 1st Dose,902984890,vaccination in absolute number
11-02-2022,18+ Age 24hr Vaccination,582997,vaccination in absolute number
11-02-2022,18+ Age 2nd Dose,735106074,vaccination in absolute number
11-02-2022,15-18 Age 1st Dose,51317677,vaccination in absolute number
11-02-2022,15-18 Age 2nd Dose,12051032,vaccination in absolute number
10-02-2022,18+ Age 1st Dose,902344990,vaccination in absolute number
10-02-2022,18+ Age 24hr Vaccination,610029,vaccination in absolute number
10-02-2022,18+ Age 2nd Dose,732939306,vaccination in absolute number
10-02-2022,15-18 Age 1st Dose,50896400,vaccination in absolute number
10-02-2022,15-18 Age 2nd Dose,10523483,vaccination in absolute number
09-02-2022,18+ Age 1st Dose,901670652,vaccination in absolute number
09-02-2022,18+ Age 24hr Vaccination,675674,vaccination in absolute number
09-02-2022,18+ Age 2nd Dose,731605796,vaccination in absolute number
09-02-2022,15-18 Age 1st Dose,50494313,vaccination in absolute number
09-02-2022,15-18 Age 2nd Dose,9219707,vaccination in absolute number
08-02-2022,18+ Age 1st Dose,900924138,vaccination in absolute number
08-02-2022,18+ Age 24hr Vaccination,692023,vaccination in absolute number
08-02-2022,18+ Age 2nd Dose,728343993,vaccination in absolute number
08-02-2022,15-18 Age 1st Dose,49987314,vaccination in absolute number
08-02-2022,15-18 Age 2nd Dose,7590456,vaccination in absolute number
07-02-2022,18+ Age 1st Dose,900185945,vaccination in absolute number
07-02-2022,18+ Age 24hr Vaccination,320537,vaccination in absolute number
07-02-2022,18+ Age 2nd Dose,725987585,vaccination in absolute number
07-02-2022,15-18 Age 1st Dose,49474550,vaccination in absolute number
07-02-2022,15-18 Age 2nd Dose,5841998,vaccination in absolute number
06-02-2022,18+ Age 1st Dose,899798864,vaccination in absolute number
06-02-2022,18+ Age 24hr Vaccination,759328,vaccination in absolute number
06-02-2022,18+ Age 2nd Dose,725153271,vaccination in absolute number
06-02-2022,15-18 Age 1st Dose,49284464,vaccination in absolute number
06-02-2022,15-18 Age 2nd Dose,5662424,vaccination in absolute number
05-02-2022,18+ Age 1st Dose,898984195,vaccination in absolute number
05-02-2022,18+ Age 24hr Vaccination,704974,vaccination in absolute number
05-02-2022,18+ Age 2nd Dose,723009641,vaccination in absolute number
05-02-2022,15-18 Age 1st Dose,48844872,vaccination in absolute number
05-02-2022,15-18 Age 2nd Dose,4580539,vaccination in absolute number
04-02-2022,18+ Age 1st Dose,898212076,vaccination in absolute number
04-02-2022,18+ Age 24hr Vaccination,790680,vaccination in absolute number
04-02-2022,18+ Age 2nd Dose,720760671,vaccination in absolute number
04-02-2022,15-18 Age 1st Dose,48347278,vaccination in absolute number
04-02-2022,15-18 Age 2nd Dose,3490074,vaccination in absolute number
03-02-2022,18+ Age 1st Dose,897344938,vaccination in absolute number
03-02-2022,18+ Age 24hr Vaccination,895713,vaccination in absolute number
03-02-2022,18+ Age 2nd Dose,718030613,vaccination in absolute number
03-02-2022,15-18 Age 1st Dose,47779454,vaccination in absolute number
03-02-2022,15-18 Age 2nd Dose,2163015,vaccination in absolute number
02-02-2022,18+ Age 1st Dose,896378414,vaccination in absolute number
02-02-2022,18+ Age 24hr Vaccination,934022,vaccination in absolute number
02-02-2022,18+ Age 2nd Dose,715185846,vaccination in absolute number
02-02-2022,15-18 Age 1st Dose,47232018,vaccination in absolute number
02-02-2022,15-18 Age 2nd Dose,1128099,vaccination in absolute number
01-02-2022,18+ Age 1st Dose,895367264,vaccination in absolute number
01-02-2022,18+ Age 24hr Vaccination,1139827,vaccination in absolute number
01-02-2022,18+ Age 2nd Dose,711966993,vaccination in absolute number
01-02-2022,15-18 Age 1st Dose,46652398,vaccination in absolute number
01-02-2022,15-18 Age 2nd Dose,359546,vaccination in absolute number
31-01-2022,18+ Age 1st Dose,894154295,vaccination in absolute number
31-01-2022,18+ Age 24hr Vaccination,679264,vaccination in absolute number
31-01-2022,18+ Age 2nd Dose,708384203,vaccination in absolute number
31-01-2022,15-18 Age 1st Dose,45999539,vaccination in absolute number
30-01-2022,18+ Age 1st Dose,893370213,vaccination in absolute number
30-01-2022,18+ Age 24hr Vaccination,1274307,vaccination in absolute number
30-01-2022,18+ Age 2nd Dose,706348368,vaccination in absolute number
30-01-2022,15-18 Age 1st Dose,45648949,vaccination in absolute number
29-01-2022,18+ Age 1st Dose,892019704,vaccination in absolute number
29-01-2022,18+ Age 24hr Vaccination,1015384,vaccination in absolute number
29-01-2022,18+ Age 2nd Dose,702425450,vaccination in absolute number
29-01-2022,15-18 Age 1st Dose,45005663,vaccination in absolute number
28-01-2022,18+ Age 1st Dose,890939447,vaccination in absolute number
28-01-2022,18+ Age 24hr Vaccination,1094610,vaccination in absolute number
28-01-2022,18+ Age 2nd Dose,698803190,vaccination in absolute number
28-01-2022,15-18 Age 1st Dose,44389137,vaccination in absolute number
27-01-2022,18+ Age 1st Dose,889777368,vaccination in absolute number
27-01-2022,18+ Age 24hr Vaccination,426387,vaccination in absolute number
27-01-2022,18+ Age 2nd Dose,695230499,vaccination in absolute number
27-01-2022,15-18 Age 1st Dose,43727771,vaccination in absolute number
26-01-2022,18+ Age 1st Dose,889264142,vaccination in absolute number
26-01-2022,18+ Age 24hr Vaccination,1150991,vaccination in absolute number
26-01-2022,18+ Age 2nd Dose,693642495,vaccination in absolute number
26-01-2022,15-18 Age 1st Dose,43509633,vaccination in absolute number
25-01-2022,18+ Age 1st Dose,887921514,vaccination in absolute number
25-01-2022,18+ Age 24hr Vaccination,1202989,vaccination in absolute number
25-01-2022,18+ Age 2nd Dose,689762152,vaccination in absolute number
25-01-2022,15-18 Age 1st Dose,42723464,vaccination in absolute number
24-01-2022,18+ Age 1st Dose,886602809,vaccination in absolute number
24-01-2022,18+ Age 24hr Vaccination,667332,vaccination in absolute number
24-01-2022,18+ Age 2nd Dose,685892131,vaccination in absolute number
24-01-2022,15-18 Age 1st Dose,41932411,vaccination in absolute number
23-01-2022,18+ Age 1st Dose,885774825,vaccination in absolute number
23-01-2022,18+ Age 24hr Vaccination,1521447,vaccination in absolute number
23-01-2022,18+ Age 2nd Dose,683922086,vaccination in absolute number
23-01-2022,15-18 Age 1st Dose,41577103,vaccination in absolute number
22-01-2022,18+ Age 1st Dose,884101553,vaccination in absolute number
22-01-2022,18+ Age 24hr Vaccination,1434446,vaccination in absolute number
22-01-2022,18+ Age 2nd Dose,679471598,vaccination in absolute number
22-01-2022,15-18 Age 1st Dose,40633023,vaccination in absolute number
21-01-2022,18+ Age 1st Dose,882513912,vaccination in absolute number
21-01-2022,18+ Age 24hr Vaccination,1570535,vaccination in absolute number
21-01-2022,18+ Age 2nd Dose,675388182,vaccination in absolute number
21-01-2022,15-18 Age 1st Dose,39606464,vaccination in absolute number
20-01-2022,18+ Age 1st Dose,880779229,vaccination in absolute number
20-01-2022,18+ Age 24hr Vaccination,1669246,vaccination in absolute number
20-01-2022,18+ Age 2nd Dose,671307622,vaccination in absolute number
20-01-2022,15-18 Age 1st Dose,38493979,vaccination in absolute number
19-01-2022,18+ Age 1st Dose,878940780,vaccination in absolute number
19-01-2022,18+ Age 24hr Vaccination,1723165,vaccination in absolute number
19-01-2022,15-18 Age 1st Dose,37304693,vaccination in absolute number
18-01-2022,18+ Age 1st Dose,877005631,vaccination in absolute number
18-01-2022,18+ Age 24hr Vaccination,1828875,vaccination in absolute number
17-01-2022,18+ Age 1st Dose,875042352,vaccination in absolute number
17-01-2022,18+ Age 24hr Vaccination,1238527,vaccination in absolute number
16-01-2022,18+ Age 1st Dose,873648806,vaccination in absolute number
16-01-2022,18+ Age 24hr Vaccination,1727709,vaccination in absolute number
15-01-2022,18+ Age 1st Dose,871700350,vaccination in absolute number
15-01-2022,18+ Age 24hr Vaccination,1414347,vaccination in absolute number
14-01-2022,18+ Age 1st Dose,870134903,vaccination in absolute number
14-01-2022,18+ Age 24hr Vaccination,1774155,vaccination in absolute number
13-01-2022,18+ Age 1st Dose,868195409,vaccination in absolute number
13-01-2022,18+ Age 24hr Vaccination,1809220,vaccination in absolute number
12-01-2022,18+ Age 1st Dose,866230600,vaccination in absolute number
12-01-2022,18+ Age 24hr Vaccination,1995852,vaccination in absolute number
11-01-2022,18+ Age 1st Dose,864093838,vaccination in absolute number
11-01-2022,18+ Age 24hr Vaccination,2138889,vaccination in absolute number
10-01-2022,18+ Age 1st Dose,861842021,vaccination in absolute number
10-01-2022,18+ Age 24hr Vaccination,824303,vaccination in absolute number
09-01-2022,18+ Age 1st Dose,860812039,vaccination in absolute number
09-01-2022,18+ Age 24hr Vaccination,2316528,vaccination in absolute number
08-01-2022,18+ Age 1st Dose,858323079,vaccination in absolute number
08-01-2022,18+ Age 24hr Vaccination,2272120,vaccination in absolute number
07-01-2022,18+ Age 1st Dose,855926860,vaccination in absolute number
07-01-2022,18+ Age 24hr Vaccination,2338189,vaccination in absolute number
06-01-2022,18+ Age 1st Dose,853463427,vaccination in absolute number
06-01-2022,18+ Age 24hr Vaccination,2227551,vaccination in absolute number
05-01-2022,18+ Age 1st Dose,851117680,vaccination in absolute number
05-01-2022,18+ Age 24hr Vaccination,2281528,vaccination in absolute number
04-01-2022,18+ Age 1st Dose,848695319,vaccination in absolute number
04-01-2022,18+ Age 24hr Vaccination,2350722,vaccination in absolute number
03-01-2022,18+ Age 1st Dose,846278939,vaccination in absolute number
03-01-2022,18+ Age 24hr Vaccination,619815,vaccination in absolute number
02-01-2022,18+ Age 1st Dose,845603928,vaccination in absolute number
02-01-2022,18+ Age 24hr Vaccination,678231,vaccination in absolute number
01-01-2022,18+ Age 1st Dose,844857733,vaccination in absolute number
01-01-2022,18+ Age 24hr Vaccination,1361014,vaccination in absolute number
31-12-2021,18+ Age 1st Dose,843369725,vaccination in absolute number
31-12-2021,18+ Age 24hr Vaccination,1613114,vaccination in absolute number
30-12-2021,18+ Age 1st Dose,841619301,vaccination in absolute number
30-12-2021,18+ Age 24hr Vaccination,1504377,vaccination in absolute number
29-12-2021,18+ Age 1st Dose,839987000,vaccination in absolute number
29-12-2021,18+ Age 24hr Vaccination,1602783,vaccination in absolute number
28-12-2021,18+ Age 1st Dose,838263409,vaccination in absolute number
28-12-2021,18+ Age 24hr Vaccination,1646544,vaccination in absolute number
27-12-2021,18+ Age 1st Dose,836496550,vaccination in absolute number
27-12-2021,18+ Age 24hr Vaccination,858202,vaccination in absolute number
26-12-2021,18+ Age 1st Dose,835549174,vaccination in absolute number
26-12-2021,18+ Age 24hr Vaccination,891839,vaccination in absolute number
25-12-2021,18+ Age 1st Dose,834539748,vaccination in absolute number
25-12-2021,18+ Age 24hr Vaccination,1505021,vaccination in absolute number
24-12-2021,18+ Age 1st Dose,832921633,vaccination in absolute number
24-12-2021,18+ Age 24hr Vaccination,1299381,vaccination in absolute number
23-12-2021,18+ Age 1st Dose,831486835,vaccination in absolute number
23-12-2021,18+ Age 24hr Vaccination,1410140,vaccination in absolute number
22-12-2021,18+ Age 1st Dose,829963655,vaccination in absolute number
22-12-2021,18+ Age 24hr Vaccination,1318312,vaccination in absolute number
21-12-2021,18+ Age 1st Dose,828519766,vaccination in absolute number
21-12-2021,18+ Age 24hr Vaccination,1462502,vaccination in absolute number
20-12-2021,18+ Age 1st Dose,826960821,vaccination in absolute number
20-12-2021,18+ Age 24hr Vaccination,463292,vaccination in absolute number
19-12-2021,18+ Age 1st Dose,826319182,vaccination in absolute number
19-12-2021,18+ Age 24hr Vaccination,1802513,vaccination in absolute number
18-12-2021,18+ Age 1st Dose,824401317,vaccination in absolute number
18-12-2021,18+ Age 24hr Vaccination,1472167,vaccination in absolute number
17-12-2021,18+ Age 1st Dose,822798419,vaccination in absolute number
17-12-2021,18+ Age 24hr Vaccination,1550561,vaccination in absolute number
16-12-2021,18+ Age 1st Dose,821106148,vaccination in absolute number
16-12-2021,18+ Age 24hr Vaccination,1524282,vaccination in absolute number
15-12-2021,18+ Age 1st Dose,819441563,vaccination in absolute number
15-12-2021,18+ Age 24hr Vaccination,1840174,vaccination in absolute number
14-12-2021,18+ Age 1st Dose,817454502,vaccination in absolute number
14-12-2021,18+ Age 24hr Vaccination,1878760,vaccination in absolute number
13-12-2021,18+ Age 1st Dose,815457002,vaccination in absolute number
13-12-2021,18+ Age 24hr Vaccination,741577,vaccination in absolute number
12-12-2021,18+ Age 1st Dose,814514675,vaccination in absolute number
12-12-2021,18+ Age 24hr Vaccination,2312332,vaccination in absolute number
11-12-2021,18+ Age 1st Dose,812044226,vaccination in absolute number
11-12-2021,18+ Age 24hr Vaccination,2058117,vaccination in absolute number
10-12-2021,18+ Age 1st Dose,809809983,vaccination in absolute number
10-12-2021,18+ Age 24hr Vaccination,2142436,vaccination in absolute number
09-12-2021,18+ Age 1st Dose,807489355,vaccination in absolute number
09-12-2021,18+ Age 24hr Vaccination,2246031,vaccination in absolute number
08-12-2021,18+ Age 1st Dose,805086999,vaccination in absolute number
08-12-2021,18+ Age 24hr Vaccination,2247454,vaccination in absolute number
07-12-2021,18+ Age 1st Dose,802681922,vaccination in absolute number
07-12-2021,18+ Age 24hr Vaccination,2352319,vaccination in absolute number
06-12-2021,18+ Age 1st Dose,800201272,vaccination in absolute number
06-12-2021,18+ Age 24hr Vaccination,871547,vaccination in absolute number
05-12-2021,18+ Age 1st Dose,799071752,vaccination in absolute number
05-12-2021,18+ Age 24hr Vaccination,2906105,vaccination in absolute number
04-12-2021,18+ Age 1st Dose,796010303,vaccination in absolute number
04-12-2021,18+ Age 24hr Vaccination,2201491,vaccination in absolute number
03-12-2021,18+ Age 1st Dose,793640293,vaccination in absolute number
03-12-2021,18+ Age 24hr Vaccination,2120024,vaccination in absolute number
02-12-2021,18+ Age 1st Dose,791340527,vaccination in absolute number
02-12-2021,18+ Age 24hr Vaccination,2121424,vaccination in absolute number
01-12-2021,18+ Age 1st Dose,789028971,vaccination in absolute number
01-12-2021,18+ Age 24hr Vaccination,2580689,vaccination in absolute number
30-11-2021,18+ Age 1st Dose,786261176,vaccination in absolute number
30-11-2021,18+ Age 24hr Vaccination,2418225,vaccination in absolute number
29-11-2021,18+ Age 1st Dose,783651479,vaccination in absolute number
29-11-2021,18+ Age 24hr Vaccination,1561785,vaccination in absolute number
28-11-2021,18+ Age 1st Dose,781872014,vaccination in absolute number
28-11-2021,18+ Age 24hr Vaccination,2575702,vaccination in absolute number
27-11-2021,18+ Age 1st Dose,779078165,vaccination in absolute number
27-11-2021,18+ Age 24hr Vaccination,2345889,vaccination in absolute number
26-11-2021,18+ Age 1st Dose,776492810,vaccination in absolute number
26-11-2021,18+ Age 24hr Vaccination,2628967,vaccination in absolute number
25-11-2021,18+ Age 1st Dose,773670169,vaccination in absolute number
25-11-2021,18+ Age 24hr Vaccination,2507849,vaccination in absolute number
24-11-2021,18+ Age 1st Dose,770992940,vaccination in absolute number
24-11-2021,18+ Age 24hr Vaccination,2427520,vaccination in absolute number
23-11-2021,18+ Age 1st Dose,768397360,vaccination in absolute number
23-11-2021,18+ Age 24hr Vaccination,2322747,vaccination in absolute number
22-11-2021,18+ Age 1st Dose,765872227,vaccination in absolute number
22-11-2021,18+ Age 24hr Vaccination,1247468,vaccination in absolute number
21-11-2021,18+ Age 1st Dose,764455428,vaccination in absolute number
21-11-2021,18+ Age 24hr Vaccination,2095253,vaccination in absolute number
20-11-2021,18+ Age 1st Dose,762207067,vaccination in absolute number
20-11-2021,18+ Age 24hr Vaccination,1686596,vaccination in absolute number
19-11-2021,18+ Age 1st Dose,760322277,vaccination in absolute number
19-11-2021,18+ Age 24hr Vaccination,2298283,vaccination in absolute number
18-11-2021,18+ Age 1st Dose,757857310,vaccination in absolute number
18-11-2021,18+ Age 24hr Vaccination,1969175,vaccination in absolute number
17-11-2021,18+ Age 1st Dose,755724081,vaccination in absolute number
17-11-2021,18+ Age 24hr Vaccination,2129193,vaccination in absolute number
16-11-2021,18+ Age 1st Dose,753461826,vaccination in absolute number
16-11-2021,18+ Age 24hr Vaccination,1873239,vaccination in absolute number
15-11-2021,18+ Age 1st Dose,751437749,vaccination in absolute number
15-11-2021,18+ Age 24hr Vaccination,957663,vaccination in absolute number
14-11-2021,18+ Age 1st Dose,750345897,vaccination in absolute number
14-11-2021,18+ Age 24hr Vaccination,1636386,vaccination in absolute number
13-11-2021,18+ Age 1st Dose,748588456,vaccination in absolute number
13-11-2021,18+ Age 24hr Vaccination,1738961,vaccination in absolute number
12-11-2021,18+ Age 1st Dose,746759675,vaccination in absolute number
12-11-2021,18+ Age 24hr Vaccination,1426692,vaccination in absolute number
11-11-2021,18+ Age 1st Dose,745257963,vaccination in absolute number
11-11-2021,18+ Age 24hr Vaccination,1392224,vaccination in absolute number
10-11-2021,18+ Age 1st Dose,743783577,vaccination in absolute number
10-11-2021,18+ Age 24hr Vaccination,1514580,vaccination in absolute number
09-11-2021,18+ Age 1st Dose,742162940,vaccination in absolute number
09-11-2021,18+ Age 24hr Vaccination,1771725,vaccination in absolute number
08-11-2021,18+ Age 1st Dose,740317073,vaccination in absolute number
08-11-2021,18+ Age 24hr Vaccination,825544,vaccination in absolute number
07-11-2021,18+ Age 1st Dose,739430095,vaccination in absolute number
07-11-2021,18+ Age 24hr Vaccination,743331,vaccination in absolute number
06-11-2021,18+ Age 1st Dose,738645135,vaccination in absolute number
06-11-2021,18+ Age 24hr Vaccination,704583,vaccination in absolute number
05-11-2021,18+ Age 1st Dose,737902830,vaccination in absolute number
05-11-2021,18+ Age 24hr Vaccination,201496,vaccination in absolute number
04-11-2021,18+ Age 1st Dose,737620990,vaccination in absolute number
04-11-2021,18+ Age 24hr Vaccination,1200142,vaccination in absolute number
03-11-2021,18+ Age 1st Dose,736312002,vaccination in absolute number
03-11-2021,18+ Age 24hr Vaccination,1590504,vaccination in absolute number
02-11-2021,18+ Age 1st Dose,734600366,vaccination in absolute number
02-11-2021,18+ Age 24hr Vaccination,2141451,vaccination in absolute number
01-11-2021,18+ Age 1st Dose,732371508,vaccination in absolute number
01-11-2021,18+ Age 24hr Vaccination,565474,vaccination in absolute number
31-10-2021,18+ Age 1st Dose,731621098,vaccination in absolute number
31-10-2021,18+ Age 24hr Vaccination,2533860,vaccination in absolute number
30-10-2021,18+ Age 1st Dose,728940103,vaccination in absolute number
30-10-2021,18+ Age 24hr Vaccination,2315128,vaccination in absolute number
29-10-2021,18+ Age 1st Dose,726445742,vaccination in absolute number
29-10-2021,18+ Age 24hr Vaccination,2835816,vaccination in absolute number
28-10-2021,18+ Age 1st Dose,723497151,vaccination in absolute number
28-10-2021,18+ Age 24hr Vaccination,1824582,vaccination in absolute number
27-10-2021,18+ Age 1st Dose,721557725,vaccination in absolute number
27-10-2021,18+ Age 24hr Vaccination,2224840,vaccination in absolute number
26-10-2021,18+ Age 1st Dose,719186075,vaccination in absolute number
26-10-2021,18+ Age 24hr Vaccination,2604967,vaccination in absolute number
25-10-2021,18+ Age 1st Dose,716487728,vaccination in absolute number
25-10-2021,18+ Age 24hr Vaccination,553650,vaccination in absolute number
24-10-2021,18+ Age 1st Dose,715733309,vaccination in absolute number
24-10-2021,18+ Age 24hr Vaccination,3192821,vaccination in absolute number
23-10-2021,18+ Age 1st Dose,712413356,vaccination in absolute number
23-10-2021,18+ Age 24hr Vaccination,2899082,vaccination in absolute number
22-10-2021,18+ Age 1st Dose,709386804,vaccination in absolute number
22-10-2021,18+ Age 24hr Vaccination,2612249,vaccination in absolute number
21-10-2021,18+ Age 1st Dose,705669024,vaccination in absolute number
21-10-2021,18+ Age 24hr Vaccination,2221544,vaccination in absolute number
20-10-2021,18+ Age 1st Dose,701144631,vaccination in absolute number
20-10-2021,18+ Age 24hr Vaccination,1862421,vaccination in absolute number
19-10-2021,18+ Age 1st Dose,699116940,vaccination in absolute number
19-10-2021,18+ Age 24hr Vaccination,3690104,vaccination in absolute number
18-10-2021,18+ Age 1st Dose,695391206,vaccination in absolute number
18-10-2021,18+ Age 24hr Vaccination,587808,vaccination in absolute number
17-10-2021,18+ Age 1st Dose,694733920,vaccination in absolute number
17-10-2021,18+ Age 24hr Vaccination,1680633,vaccination in absolute number
16-10-2021,18+ Age 1st Dose,693014131,vaccination in absolute number
16-10-2021,18+ Age 24hr Vaccination,339919,vaccination in absolute number
15-10-2021,18+ Age 1st Dose,692623237,vaccination in absolute number
15-10-2021,18+ Age 24hr Vaccination,1367940,vaccination in absolute number
14-10-2021,18+ Age 1st Dose,691160985,vaccination in absolute number
14-10-2021,18+ Age 24hr Vaccination,1645895,vaccination in absolute number
13-10-2021,18+ Age 1st Dose,689377384,vaccination in absolute number
13-10-2021,18+ Age 24hr Vaccination,2613262,vaccination in absolute number
12-10-2021,18+ Age 1st Dose,686580570,vaccination in absolute number
12-10-2021,18+ Age 24hr Vaccination,3363303,vaccination in absolute number
11-10-2021,18+ Age 1st Dose,683009792,vaccination in absolute number
11-10-2021,18+ Age 24hr Vaccination,2303339,vaccination in absolute number
10-10-2021,18+ Age 1st Dose,680516158,vaccination in absolute number
10-10-2021,18+ Age 24hr Vaccination,3455105,vaccination in absolute number
09-10-2021,18+ Age 1st Dose,676837943,vaccination in absolute number
09-10-2021,18+ Age 24hr Vaccination,4146989,vaccination in absolute number
08-10-2021,18+ Age 1st Dose,672529456,vaccination in absolute number
08-10-2021,18+ Age 24hr Vaccination,2802431,vaccination in absolute number
07-10-2021,18+ Age 1st Dose,669549280,vaccination in absolute number
07-10-2021,18+ Age 24hr Vaccination,2128210,vaccination in absolute number
06-10-2021,18+ Age 1st Dose,667246479,vaccination in absolute number
06-10-2021,18+ Age 24hr Vaccination,3232655,vaccination in absolute number
05-10-2021,18+ Age 1st Dose,663807388,vaccination in absolute number
05-10-2021,18+ Age 24hr Vaccination,3838362,vaccination in absolute number
04-10-2021,18+ Age 1st Dose,659815128,vaccination in absolute number
04-10-2021,18+ Age 24hr Vaccination,1302448,vaccination in absolute number
03-10-2021,18+ Age 1st Dose,658277760,vaccination in absolute number
03-10-2021,18+ Age 24hr Vaccination,3760744,vaccination in absolute number
02-10-2021,18+ Age 1st Dose,654331744,vaccination in absolute number
02-10-2021,18+ Age 24hr Vaccination,3901941,vaccination in absolute number
01-10-2021,18+ Age 1st Dose,650229045,vaccination in absolute number
01-10-2021,18+ Age 24hr Vaccination,3585494,vaccination in absolute number
30-09-2021,18+ Age 1st Dose,646473741,vaccination in absolute number
30-09-2021,18+ Age 24hr Vaccination,3453061,vaccination in absolute number
29-09-2021,18+ Age 1st Dose,642863561,vaccination in absolute number
29-09-2021,18+ Age 24hr Vaccination,2914711,vaccination in absolute number
28-09-2021,18+ Age 1st Dose,639614662,vaccination in absolute number
28-09-2021,18+ Age 24hr Vaccination,6204698,vaccination in absolute number
27-09-2021,18+ Age 1st Dose,633216286,vaccination in absolute number
27-09-2021,18+ Age 24hr Vaccination,2213010,vaccination in absolute number
26-09-2021,18+ Age 1st Dose,630831085,vaccination in absolute number
26-09-2021,18+ Age 24hr Vaccination,3463907,vaccination in absolute number
25-09-2021,18+ Age 1st Dose,627174874,vaccination in absolute number
25-09-2021,18+ Age 24hr Vaccination,4073444,vaccination in absolute number
24-09-2021,18+ Age 1st Dose,622902393,vaccination in absolute number
24-09-2021,18+ Age 24hr Vaccination,4199612,vaccination in absolute number
23-09-2021,18+ Age 1st Dose,618513000,vaccination in absolute number
23-09-2021,18+ Age 24hr Vaccination,3904524,vaccination in absolute number
22-09-2021,18+ Age 1st Dose,614390226,vaccination in absolute number
22-09-2021,18+ Age 24hr Vaccination,4544193,vaccination in absolute number
21-09-2021,18+ Age 1st Dose,609568160,vaccination in absolute number
21-09-2021,18+ Age 24hr Vaccination,5711179,vaccination in absolute number
20-09-2021,18+ Age 1st Dose,603666773,vaccination in absolute number
20-09-2021,18+ Age 24hr Vaccination,2345725,vaccination in absolute number
19-09-2021,18+ Age 1st Dose,601046450,vaccination in absolute number
19-09-2021,18+ Age 24hr Vaccination,4621397,vaccination in absolute number
18-09-2021,18+ Age 1st Dose,595440874,vaccination in absolute number
18-09-2021,18+ Age 24hr Vaccination,12657375,vaccination in absolute number
17-09-2021,18+ Age 1st Dose,582606905,vaccination in absolute number
17-09-2021,18+ Age 24hr Vaccination,3748083,vaccination in absolute number
